【7BV11】特別支援学校高等部学習指導要領（平成21年告示）コード表　Ver 1.1,,,
教科等,No,学習指導要領テキスト,学習指導要領コード
総則,111,(2) 職業教育を主とする専門学科においては， 次の事項に配慮するものとする。,7B00000244200000
総則,112,ア  職業に関する各教科・科目については， 実験・実習に配当する授業時数を十分確保するようにすること。,7B00000244210000
総則,113,イ   生徒の実態を考慮し， 職業に関する各教科・科目の履修を容易にするため特別な配慮が必要な場合には， 各分野における基礎的又は中核的な科目を重点的に選択し， その内容については基礎的・基本的な事項が確実に身に付くように取り扱い，また，主として実験・実習によって指導するなどの工夫をこらすようにすること。,7B00000244220000
総則,114,(3)学校においては，キャリア教育を推進するために，地域や学校の実態，生徒の特性，進路等を考慮し， 地域及び産業界や労働等の業務を行う関係機関との連携を図り， 産業現場等における長期間の実習を取り入れるなど就業体験の機会を積極的に設けるとともに， 地域や産業界等の人々の協力を積極的に得るよう配慮するものとする。,7B00000244300000
総則,115,(4)職業に関する各教科・科目については，次の事項に配慮するものとする。,7B00000244400000
総則,116,ア  職業に関する各教科・科目については， 就業体験をもって実習に替えることができること。この場合，就業体験は，その各教科・科目の内容に直接関係があり，かつ，その一部としてあらかじめ計画されるものであることを要すること。,7B00000244410000
総則,117,イ  農業，水産及び家庭に関する各教科・科目の指導に当たっては，ホームプロジェクトなどの活動を活用して， 学習の効果を上げるよう留意すること。 この場合， ホームプロジェクトについては， 適切な授業時数をこれに充てることができること。,7B00000244420000
総則,118,"５   教育課程の実施等に当たって配慮すべき事項
以上のほか， 次の事項について配慮するものとする。",7B00000245000000
総則,119,(1) 学校の教育活動全体を通じて， 個に応じた指導を充実するため， 個別の指導計画に基づき指導方法や指導体制の工夫改善に努めること。 その際， 生徒の障害の状態や学習の進度等を考慮して，個別指導を重視するとともに，授業形態や集団の構成の工夫，それぞれの教師の専門性を生かした協力的な指導などにより， 学習活動が効果的に行われるようにすること。,7B00000245100000
総則,120,(2) 複数の種類の障害を併せ有する生徒 （以下 「重複障害者」 という。） については， 専門的な知識や技能を有する教師間の協力の下に指導を行ったり ， 必要に応じて専門の医師及びその他の専門家の指導・助言を求めたりするなどして，学習効果を一層高めるようにすること。,7B00000245200000
総則,121,(3) 各教科・科目等の指導に当たっては， 生徒の思考力， 判断力， 表現力等をはぐくむ観点から，基礎的・基本的な知識及び技能の活用を図る学習活動を重視するとともに，言語に対する関心や理解を深め， 言語に関する能力の育成を図る上で必要な言語環境を整え， 生徒の言語活動を充実すること。,7B00000245300000
総則,122,(4) 生徒が適切な各教科・科目や類型を選択し学校やホームルームでの生活によりよく適応するとともに，現在及び将来の生き方を考え行動する態度や能力を育成することができるよう，学校の教育活動全体を通じ， ガイダンスの機能の充実を図ること。,7B00000245400000
総則,123,(5) 教師と生徒の信頼関係及び生徒相互の好ましい人間関係を育てるとともに生徒理解を深め， 生徒が主体的に判断， 行動し積極的に自己を生かしていくことができるよう， 生徒指導の充実を図ること。,7B00000245500000
総則,124,(6) 生徒が自己の在り方生き方を考え， 主体的に進路を選択することができるよう， 校内の組織体制を整備し， 教師間の相互の連携を図りながら， 学校の教育活動全体を通じ， 計画的，組織的な進路指導を行い， キャリア教育を推進すること。その際，家庭及び地域や福祉，労働等の業務を行う関係機関との連携を十分に図ること。,7B00000245600000
総則,125,(7) 各教科・科目等の指導に当たっては， 生徒が学習の見通しを立てたり学習したことを振り返ったりする活動を計画的に取り入れるようにすること。,7B00000245700000
