学校コード,学校種,都道府県番号,設置区分,本分校,学校名,学校所在地,郵便番号,属性情報設定年月日,属性情報廃止年月日,旧学校調査番号,移行後の学校コード
A109110000014,A1(幼稚園),09(栃木),1(国),1(本),宇都宮大学共同教育学部附属幼稚園,栃木県宇都宮市松原１－７－３８,3208538,2020-12-22 00:00:00,,096501,
A109210000012,A1(幼稚園),09(栃木),2(公),1(本),那須烏山市立つくし幼稚園,栃木県那須烏山市東原５０,3210517,2020-12-22 00:00:00,,096524,
A109310000010,A1(幼稚園),09(栃木),3(私),1(本),輪王寺附属日光幼稚園,栃木県日光市山内２３８３,3211431,2020-12-22 00:00:00,,096606,
A109310000029,A1(幼稚園),09(栃木),3(私),1(本),今市幼稚園,栃木県日光市今市７１０,3211261,2020-12-22 00:00:00,,096608,
A109310000038,A1(幼稚園),09(栃木),3(私),1(本),認定こども園愛隣幼稚園,栃木県宇都宮市桜２－３－２７,3200043,2020-12-22 00:00:00,,096609,
A109310000047,A1(幼稚園),09(栃木),3(私),1(本),松ケ峰幼稚園認定こども園,栃木県宇都宮市松が峰１－１－５,3200807,2020-12-22 00:00:00,,096611,
A109310000056,A1(幼稚園),09(栃木),3(私),1(本),きぬ川幼稚園,栃木県日光市鬼怒川温泉滝８５７,3212626,2020-12-22 00:00:00,,096620,
A109310000065,A1(幼稚園),09(栃木),3(私),1(本),マリア幼稚園,栃木県宇都宮市上籠谷町３７７６,3213233,2020-12-22 00:00:00,,096622,
A109310000074,A1(幼稚園),09(栃木),3(私),1(本),鹿沼幼稚園,栃木県鹿沼市東末広町１９３４,3220039,2020-12-22 00:00:00,,096623,
A109310000083,A1(幼稚園),09(栃木),3(私),1(本),作新学院幼稚園,栃木県宇都宮市一の沢１－１－４１,3208525,2020-12-22 00:00:00,,096624,
A109310000109,A1(幼稚園),09(栃木),3(私),1(本),認定こども園呑竜幼稚園,栃木県佐野市大祝町２３１２,3270016,2020-12-22 00:00:00,,096632,
A109310000118,A1(幼稚園),09(栃木),3(私),1(本),足利みどり幼稚園,栃木県足利市東砂原後町１０８４,3260064,2020-12-22 00:00:00,,096633,
A109310000127,A1(幼稚園),09(栃木),3(私),1(本),葛生幼稚園,栃木県佐野市葛生西２－７－１,3270507,2020-12-22 00:00:00,,096634,
A109310000136,A1(幼稚園),09(栃木),3(私),1(本),聖母幼稚園,栃木県鹿沼市戸張町２４８８－１,3220063,2020-12-22 00:00:00,,096635,
A109310000145,A1(幼稚園),09(栃木),3(私),1(本),石橋幼稚園,栃木県下野市石橋５３５番地,3290511,2020-12-22 00:00:00,,096641,
A109310000154,A1(幼稚園),09(栃木),3(私),1(本),那須幼稚園,栃木県那須郡那須町大字寺子乙２５９９－３,3293215,2020-12-22 00:00:00,,096642,
A109310000163,A1(幼稚園),09(栃木),3(私),1(本),足利くるみ幼稚園,栃木県足利市伊勢南町９－１,3260054,2020-12-22 00:00:00,,096652,
A109310000172,A1(幼稚園),09(栃木),3(私),1(本),石川幼稚園,栃木県宇都宮市越戸町１０７番地,3210951,2020-12-22 00:00:00,,096655,
A109310000181,A1(幼稚園),09(栃木),3(私),1(本),認定こども園愛育幼稚園,栃木県佐野市堀米町２７５,3270843,2020-12-22 00:00:00,,096658,
A109310000190,A1(幼稚園),09(栃木),3(私),1(本),たちばな幼稚園,栃木県下都賀郡壬生町上田１００２－３,3210231,2020-12-22 00:00:00,,096661,
A109310000207,A1(幼稚園),09(栃木),3(私),1(本),めぐみ幼稚園,栃木県宇都宮市桜５－５－１７,3200043,2020-12-22 00:00:00,,096663,
A109310000216,A1(幼稚園),09(栃木),3(私),1(本),認定こども園西那須野幼稚園,栃木県那須塩原市西大和６番１５号,3292754,2020-12-22 00:00:00,,096664,
A109310000234,A1(幼稚園),09(栃木),3(私),1(本),聖家幼稚園,栃木県大田原市中央１丁目５番１０号,3240056,2020-12-22 00:00:00,,096674,
A109310000243,A1(幼稚園),09(栃木),3(私),1(本),認定こども園ひかり幼稚園,栃木県大田原市山の手２－１１－１３,3240051,2020-12-22 00:00:00,,096676,
A109310000252,A1(幼稚園),09(栃木),3(私),1(本),恵光幼稚園,栃木県宇都宮市下栗町２２５４,3210923,2020-12-22 00:00:00,,096677,
A109310000261,A1(幼稚園),09(栃木),3(私),1(本),真岡杉の子幼稚園,栃木県真岡市並木町３－６－１６,3214361,2020-12-22 00:00:00,,096678,
A109310000270,A1(幼稚園),09(栃木),3(私),1(本),國學院大學栃木二杉幼稚園,栃木県栃木市片柳町５－１１－３７,3280053,2020-12-22 00:00:00,,096684,
A109310000289,A1(幼稚園),09(栃木),3(私),1(本),認定こども園ひらかわ幼稚園,栃木県栃木市大宮町２３７８－７,3280011,2020-12-22 00:00:00,,096685,
A109310000298,A1(幼稚園),09(栃木),3(私),1(本),足利短期大学附属幼稚園,栃木県足利市福居町６９８,3260338,2020-12-22 00:00:00,,096687,
A109310000305,A1(幼稚園),09(栃木),3(私),1(本),御幸幼稚園,栃木県宇都宮市御幸町１３４番地,3210984,2020-12-22 00:00:00,,096690,
A109310000314,A1(幼稚園),09(栃木),3(私),1(本),旗川幼稚園,栃木県佐野市並木町１１８５,3270002,2020-12-22 00:00:00,,096692,
A109310000323,A1(幼稚園),09(栃木),3(私),1(本),ゆたか幼稚園,栃木県宇都宮市上大塚町１４４,3291106,2020-12-22 00:00:00,,096699,
A109310000332,A1(幼稚園),09(栃木),3(私),1(本),認定こども園しらさぎ幼稚園,栃木県河内郡上三川町上三川５０９５,3290611,2020-12-22 00:00:00,,096702,
A109310000341,A1(幼稚園),09(栃木),3(私),1(本),吹上幼稚園,栃木県栃木市吹上町１３７６,3280125,2020-12-22 00:00:00,,096711,
A109310000350,A1(幼稚園),09(栃木),3(私),1(本),いずみ幼稚園,栃木県鹿沼市泉町２４６０,3220062,2020-12-22 00:00:00,,096713,
A109310000378,A1(幼稚園),09(栃木),3(私),1(本),認定こども園まこと幼稚園,栃木県宇都宮市砥上町３３０－７１,3200856,2020-12-22 00:00:00,,096720,
A109310000396,A1(幼稚園),09(栃木),3(私),1(本),平出幼稚園,栃木県宇都宮市平出町２６７－１,3210901,2020-12-22 00:00:00,,096729,
A109310000403,A1(幼稚園),09(栃木),3(私),1(本),聖光幼稚園,栃木県栃木市鍋山町６１０－１,3280205,2020-12-22 00:00:00,,096730,
A109310000412,A1(幼稚園),09(栃木),3(私),1(本),中鶴田幼稚園,栃木県宇都宮市鶴田町１３１３,3200851,2020-12-22 00:00:00,,096735,
A109310000421,A1(幼稚園),09(栃木),3(私),1(本),認定こども園おおひらふじ幼稚園,栃木県栃木市大平町富田４０１２－８,3294404,2020-12-22 00:00:00,,096736,
A109310000430,A1(幼稚園),09(栃木),3(私),1(本),山辺幼稚園,栃木県足利市堀込町１４１０番地１,3260831,2020-12-22 00:00:00,,096738,
A109310000458,A1(幼稚園),09(栃木),3(私),1(本),親和幼稚園,栃木県塩谷郡高根沢町大字平田１８９８－２,3291206,2020-12-22 00:00:00,,096744,
A109310000467,A1(幼稚園),09(栃木),3(私),1(本),佐野みのり幼稚園,栃木県佐野市植上町１６７２－２,3270832,2020-12-22 00:00:00,,096748,
A109310000476,A1(幼稚園),09(栃木),3(私),1(本),真岡さくら幼稚園,栃木県真岡市田町１０５４－１,3214325,2020-12-22 00:00:00,,096749,
A109310000485,A1(幼稚園),09(栃木),3(私),1(本),法得幼稚園,栃木県下都賀郡野木町佐川野４６８－１,3290104,2020-12-22 00:00:00,,096750,
A109310000494,A1(幼稚園),09(栃木),3(私),1(本),野崎幼稚園認定こども園,栃木県大田原市薄葉２２２８,3240035,2020-12-22 00:00:00,,096752,
A109310000500,A1(幼稚園),09(栃木),3(私),1(本),あおば幼稚園,栃木県宇都宮市新里町丁１６０５－３,3212118,2020-12-22 00:00:00,,096755,
A109310000519,A1(幼稚園),09(栃木),3(私),1(本),おもちゃのまち幼稚園,栃木県下都賀郡壬生町大字安塚７５３－２,3210201,2020-12-22 00:00:00,,096756,
A109310000528,A1(幼稚園),09(栃木),3(私),1(本),あおぞら幼稚園,栃木県小山市大字福良１８８７,3230155,2020-12-22 00:00:00,,096757,
A109310000537,A1(幼稚園),09(栃木),3(私),1(本),岡本幼稚園,栃木県宇都宮市中岡本町３０１２－２,3291105,2020-12-22 00:00:00,,096760,
A109310000546,A1(幼稚園),09(栃木),3(私),1(本),太陽幼稚園,栃木県宇都宮市清原台６－１１－５,3213223,2020-12-22 00:00:00,,096761,
A109310000564,A1(幼稚園),09(栃木),3(私),1(本),那須みふじ幼稚園,栃木県那須郡那須町大字高久甲６３９４－１,3250001,2020-12-22 00:00:00,,096767,
A109310000582,A1(幼稚園),09(栃木),3(私),1(本),陽の丘幼稚園,栃木県宇都宮市竹林町６６４番地,3210974,2020-12-22 00:00:00,,096770,
A109310000591,A1(幼稚園),09(栃木),3(私),1(本),すぎのこ三島幼稚園,栃木県那須塩原市東三島２－８７,3292751,2020-12-22 00:00:00,,096771,
A109310000608,A1(幼稚園),09(栃木),3(私),1(本),能満寺幼稚園,栃木県宇都宮市駒生町１８７２－２,3200065,2020-12-22 00:00:00,,096773,
A109310000626,A1(幼稚園),09(栃木),3(私),1(本),白鴎大学はくおう幼稚園,栃木県小山市大行寺１１９５,3230041,2020-12-22 00:00:00,,096776,
A109310000635,A1(幼稚園),09(栃木),3(私),1(本),菅野第二幼稚園,栃木県真岡市田町１５０５,3214325,2020-12-22 00:00:00,,096784,
A109310000644,A1(幼稚園),09(栃木),3(私),1(本),仁神堂幼稚園,栃木県鹿沼市仁神堂町３７番地８１,3220003,2020-12-22 00:00:00,,096786,
A109310000653,A1(幼稚園),09(栃木),3(私),1(本),晃望台幼稚園,栃木県鹿沼市貝島町５６６－８,3220027,2020-12-22 00:00:00,,096787,
A109310000662,A1(幼稚園),09(栃木),3(私),1(本),高ノ台第二幼稚園,栃木県真岡市西郷２０６,3214307,2020-12-22 00:00:00,,096790,
A109310000671,A1(幼稚園),09(栃木),3(私),1(本),やしお幼稚園,栃木県河内郡上三川町大字上蒲生２１１１－１,3290617,2020-12-22 00:00:00,,096793,
A109310000680,A1(幼稚園),09(栃木),3(私),1(本),柿乃木幼稚園,栃木県宇都宮市宝木町２丁目５９３番地,3200061,2020-12-22 00:00:00,,096796,
A109310000699,A1(幼稚園),09(栃木),3(私),1(本),なでしこ幼稚園,栃木県大田原市小滝１１７９の２,3240003,2020-12-22 00:00:00,,096798,
A109310000706,A1(幼稚園),09(栃木),3(私),1(本),第二ひかり幼稚園,栃木県那須塩原市緑１丁目８番地,3292713,2020-12-22 00:00:00,,096801,
A109310000715,A1(幼稚園),09(栃木),3(私),1(本),認定こども園陽南第二幼稚園,栃木県宇都宮市江曽島町１１６３番地５,3210102,2020-12-22 00:00:00,,096803,
A109310000724,A1(幼稚園),09(栃木),3(私),1(本),認定こども園明星館幼稚園,栃木県大田原市八塩２５４－４,3240323,2020-12-22 00:00:00,,096808,
A109310000733,A1(幼稚園),09(栃木),3(私),1(本),みずほ幼稚園,栃木県宇都宮市西刑部町２５６９番地４,3210917,2020-12-22 00:00:00,,096809,
A109310000751,A1(幼稚園),09(栃木),3(私),1(本),足利さくら幼稚園,栃木県足利市島田町１０５－１,3260337,2020-12-22 00:00:00,,096814,
A109310000760,A1(幼稚園),09(栃木),3(私),1(本),萌丘東幼稚園,栃木県真岡市東郷３９５－１,3214304,2020-12-22 00:00:00,,096819,
A109310000779,A1(幼稚園),09(栃木),3(私),1(本),高根沢第二幼稚園,栃木県塩谷郡高根沢町光陽台４丁目１１－５,3291232,2020-12-22 00:00:00,,096822,
A109310000788,A1(幼稚園),09(栃木),3(私),1(本),上河内幼稚園,栃木県宇都宮市中里町５７２－３,3210414,2020-12-22 00:00:00,,096823,
A109310000797,A1(幼稚園),09(栃木),3(私),1(本),清原ミドリ幼稚園,栃木県宇都宮市氷室町１０６７－１３,3213232,2020-12-22 00:00:00,,096827,
A109310000804,A1(幼稚園),09(栃木),3(私),1(本),さつき幼稚園,栃木県宇都宮市針ヶ谷町岡田山２９７－３,3210147,2020-12-22 00:00:00,,096828,
A109310000813,A1(幼稚園),09(栃木),3(私),1(本),つぼみキンダーガーテン,栃木県小山市宮本町２－１４－１８,3230024,2021-05-27 00:00:00,,096829,
A209210000011,A2(こども),09(栃木),2(公),1(本),栃木市認定西方なかよしこども園,栃木県栃木市西方町本郷５１６－２,3220603,2020-12-22 00:00:00,,09A021,
A209210000020,A2(こども),09(栃木),2(公),1(本),那珂川町立わかあゆ認定こども園,栃木県那須郡那珂川町小川８６９番地,3240501,2020-12-22 00:00:00,,09A022,
A209210000048,A2(こども),09(栃木),2(公),1(本),那珂川町立ひばり認定こども園,栃木県那須郡那珂川町和見８２番地１,3240612,2020-12-22 00:00:00,,09A024,
A209310000019,A2(こども),09(栃木),3(私),1(本),幼保連携型　認定ひばりこども園,栃木県芳賀郡芳賀町芳志戸１０２４,3213305,2020-12-22 00:00:00,,09A100,
A209310000028,A2(こども),09(栃木),3(私),1(本),さくら認定こども園,栃木県宇都宮市戸祭台４４,3200017,2020-12-22 00:00:00,,09A101,
A209310000037,A2(こども),09(栃木),3(私),1(本),認定みどりこども園,栃木県宇都宮市西原町３３３５－２,3200826,2020-12-22 00:00:00,,09A102,
A209310000046,A2(こども),09(栃木),3(私),1(本),みふみ認定こども園,栃木県宇都宮市富士見が丘４－２５－１３,3200011,2020-12-22 00:00:00,,09A103,
A209310000055,A2(こども),09(栃木),3(私),1(本),認定こども園さくらが丘,栃木県宇都宮市陽東１－１４－１,3210904,2020-12-22 00:00:00,,09A104,
A209310000064,A2(こども),09(栃木),3(私),1(本),山王認定こども園,栃木県宇都宮市徳次郎町５０８－３,3212116,2020-12-22 00:00:00,,09A105,
A209310000073,A2(こども),09(栃木),3(私),1(本),認定しらゆりこども園,栃木県宇都宮市若草４－１３－１２,3200072,2020-12-22 00:00:00,,09A106,
A209310000082,A2(こども),09(栃木),3(私),1(本),さかえ認定こども園,栃木県宇都宮市兵庫塚３－８－１３,3210138,2020-12-22 00:00:00,,09A107,
A209310000091,A2(こども),09(栃木),3(私),1(本),認定すずめこども園,栃木県宇都宮市五代３－１－９,3210135,2020-12-22 00:00:00,,09A108,
A209310000108,A2(こども),09(栃木),3(私),1(本),認定こども園駒生幼稚園,栃木県宇都宮市駒生町３３６０－３６,3200065,2020-12-22 00:00:00,,09A109,
A209310000117,A2(こども),09(栃木),3(私),1(本),八幡台認定こども園,栃木県宇都宮市八幡台１４－２１,3200015,2020-12-22 00:00:00,,09A110,
A209310000126,A2(こども),09(栃木),3(私),1(本),風と緑の認定こども園,栃木県宇都宮市下栗町６３１－２,3210923,2020-12-22 00:00:00,,09A111,
A209310000135,A2(こども),09(栃木),3(私),1(本),認定こども園友愛幼稚園,栃木県足利市通５－３４３７,3260814,2020-12-22 00:00:00,,09A112,
A209310000144,A2(こども),09(栃木),3(私),1(本),認定こども園東光寺幼稚園,栃木県足利市葉鹿町２２４,3260143,2020-12-22 00:00:00,,09A113,
A209310000153,A2(こども),09(栃木),3(私),1(本),幼保連携型認定こども園足利しらゆり幼稚園,栃木県足利市田中町９４３－１１,3260822,2020-12-22 00:00:00,,09A114,
A209310000162,A2(こども),09(栃木),3(私),1(本),認定こども園しずわでら幼稚園,栃木県栃木市岩舟町静和１１５１－４,3294304,2020-12-22 00:00:00,,09A115,
A209310000171,A2(こども),09(栃木),3(私),1(本),幼保連携型認定こども園バンビ幼稚園,栃木県栃木市藤岡町大前３５８－１,3231101,2020-12-22 00:00:00,,09A116,
A209310000180,A2(こども),09(栃木),3(私),1(本),認定こども園ふじおか幼稚園,栃木県栃木市藤岡町藤岡６４６６－７,3231104,2020-12-22 00:00:00,,09A117,
A209310000199,A2(こども),09(栃木),3(私),1(本),認定こども園育成館幼稚園,栃木県佐野市大町２９８９,3270017,2020-12-22 00:00:00,,09A118,
A209310000206,A2(こども),09(栃木),3(私),1(本),認定こども園あかみ幼稚園,栃木県佐野市赤見町２０４１,3270104,2020-12-22 00:00:00,,09A119,
A209310000215,A2(こども),09(栃木),3(私),1(本),認定こども園こばと,栃木県佐野市田沼町３８－３,3270317,2020-12-22 00:00:00,,09A120,
A209310000224,A2(こども),09(栃木),3(私),1(本),洗心幼稚園　認定こども園,栃木県佐野市久保町３８－１,3270845,2020-12-22 00:00:00,,09A121,
A209310000233,A2(こども),09(栃木),3(私),1(本),認定とまとこども園,栃木県小山市下泉４８８－３,3230055,2020-12-22 00:00:00,,09A122,
A209310000242,A2(こども),09(栃木),3(私),1(本),認定こども園せんだん幼稚園,栃木県真岡市久下田７９４,3214521,2020-12-22 00:00:00,,09A123,
A209310000251,A2(こども),09(栃木),3(私),1(本),にのみや認定こども園,栃木県真岡市久下田１７５１,3214521,2020-12-22 00:00:00,,09A125,
A209310000260,A2(こども),09(栃木),3(私),1(本),認定こども園牧が丘幼稚園,栃木県真岡市西高間木５１５,3214336,2020-12-22 00:00:00,,09A126,
A209310000279,A2(こども),09(栃木),3(私),1(本),認定こども園真岡ふたば幼稚園・いちごの杜保育園,栃木県真岡市東大島１０８１,3214322,2020-12-22 00:00:00,,09A127,
A209310000288,A2(こども),09(栃木),3(私),1(本),認定こども園黒羽幼稚園,栃木県大田原市蜂巣１０－２７,3240244,2020-12-22 00:00:00,,09A128,
A209310000297,A2(こども),09(栃木),3(私),1(本),すぎのこ幼稚園　認定こども園,栃木県那須塩原市扇町３－３０,3292726,2020-12-22 00:00:00,,09A129,
A209310000304,A2(こども),09(栃木),3(私),1(本),虹ヶ丘認定こども園,栃木県那須塩原市黒磯６－３８,3250017,2020-12-22 00:00:00,,09A130,
A209310000313,A2(こども),09(栃木),3(私),1(本),認定あけぼのこども園,栃木県那須塩原市上厚崎５２３－３,3250026,2020-12-22 00:00:00,,09A131,
A209310000322,A2(こども),09(栃木),3(私),1(本),認定こども園マロニエ幼稚園,栃木県那須塩原市埼玉８－４７８,3250033,2020-12-22 00:00:00,,09A132,
A209310000331,A2(こども),09(栃木),3(私),1(本),黒磯いずみ幼稚園　認定こども園,栃木県那須塩原市島方４５１－３３,3293152,2020-12-22 00:00:00,,09A133,
A209310000340,A2(こども),09(栃木),3(私),1(本),認定こども園きつれ川幼稚園,栃木県さくら市下河戸１９３４－２,3291402,2020-12-22 00:00:00,,09A134,
A209310000359,A2(こども),09(栃木),3(私),1(本),認定こども園烏山みどり幼稚園,栃木県那須烏山市金井１－５－１６,3210628,2020-12-22 00:00:00,,09A135,
A209310000368,A2(こども),09(栃木),3(私),1(本),認定こども園　第二愛泉幼稚園,栃木県下野市柴１４０３－１２,3290412,2020-12-22 00:00:00,,09A136,
A209310000377,A2(こども),09(栃木),3(私),1(本),認定こども園むつみこども園,栃木県下野市柴７６９－１７,3290412,2020-12-22 00:00:00,,09A137,
A209310000386,A2(こども),09(栃木),3(私),1(本),認定こども園七井幼稚園,栃木県芳賀郡益子町大沢１４５６－２,3214104,2020-12-22 00:00:00,,09A138,
A209310000395,A2(こども),09(栃木),3(私),1(本),認定こども園茂木愛泉幼稚園,栃木県芳賀郡茂木町坂井６５３－１,3213544,2020-12-22 00:00:00,,09A139,
A209310000402,A2(こども),09(栃木),3(私),1(本),幼保連携型認定こども園野木幼稚園,栃木県下都賀郡野木町友沼５８８３－２,3290101,2020-12-22 00:00:00,,09A140,
A209310000411,A2(こども),09(栃木),3(私),1(本),認定こども園たから幼稚園,栃木県芳賀郡益子町益子２９３６－１,3214217,2020-12-22 00:00:00,,09A141,
A209310000420,A2(こども),09(栃木),3(私),1(本),認定こども園市貝たいよう幼稚園,栃木県芳賀郡市貝町市塙１０９６,3213423,2020-12-22 00:00:00,,09A142,
A209310000439,A2(こども),09(栃木),3(私),1(本),認定こども園平出むつみ幼稚園,栃木県宇都宮市平出町２２－１,3210901,2020-12-22 00:00:00,,09A143,
A209310000448,A2(こども),09(栃木),3(私),1(本),認定こども園足利幼稚園,栃木県足利市家富町２１８８,3260803,2020-12-22 00:00:00,,09A144,
A209310000457,A2(こども),09(栃木),3(私),1(本),認定こども園アルス幼稚園,栃木県栃木市柳町１－２０－１,3280053,2020-12-22 00:00:00,,09A145,
A209310000466,A2(こども),09(栃木),3(私),1(本),認定こども園おおみや幼児教育センター,栃木県栃木市大宮町１６４７－３,3280011,2020-12-22 00:00:00,,09A146,
A209310000475,A2(こども),09(栃木),3(私),1(本),認定こども園大平みなみ幼稚園,栃木県栃木市大平町西水代１７４２－１,3294423,2020-12-22 00:00:00,,09A147,
A209310000484,A2(こども),09(栃木),3(私),1(本),認定こども園いわふね幼稚園,栃木県栃木市岩舟町静６２２,3294307,2020-12-22 00:00:00,,09A148,
A209310000493,A2(こども),09(栃木),3(私),1(本),認定こども園さくら,栃木県栃木市泉川町６５１－１,3280062,2020-12-22 00:00:00,,09A149,
A209310000509,A2(こども),09(栃木),3(私),1(本),認定間々田こども園,栃木県小山市乙女３－１－６,3290214,2020-12-22 00:00:00,,09A150,
A209310000518,A2(こども),09(栃木),3(私),1(本),認定こども園小山幼稚園,栃木県小山市東城南５－２３－７,3230829,2020-12-22 00:00:00,,09A151,
A209310000536,A2(こども),09(栃木),3(私),1(本),認定こども園のぶしま幼稚園,栃木県小山市大字延島９６,3230152,2020-12-22 00:00:00,,09A153,
A209310000545,A2(こども),09(栃木),3(私),1(本),認定おおやこども園,栃木県小山市大字東野田２１３０－１,3230817,2020-12-22 00:00:00,,09A154,
A209310000554,A2(こども),09(栃木),3(私),1(本),認定こども園生井ゆりかご幼稚園,栃木県小山市上生井６７９－３,3290222,2020-12-22 00:00:00,,09A155,
A209310000563,A2(こども),09(栃木),3(私),1(本),認定こども園高ノ台幼稚園,栃木県真岡市台町２３２３－１,3214306,2020-12-22 00:00:00,,09A156,
A209310000572,A2(こども),09(栃木),3(私),1(本),認定こども園真岡ひかり幼稚園,栃木県真岡市寺内７５,3214345,2020-12-22 00:00:00,,09A157,
A209310000581,A2(こども),09(栃木),3(私),1(本),萌丘幼稚園認定こども園,栃木県真岡市熊倉町４７９５－３,3214362,2020-12-22 00:00:00,,09A158,
A209310000590,A2(こども),09(栃木),3(私),1(本),認定こども園黒磯幼稚園,栃木県那須塩原市住吉町２－８,3250062,2020-12-22 00:00:00,,09A159,
A209310000607,A2(こども),09(栃木),3(私),1(本),認定こども園第二薬師寺幼稚園,栃木県下野市祇園４－６－３,3290434,2020-12-22 00:00:00,,09A160,
A209310000616,A2(こども),09(栃木),3(私),1(本),認定こども園愛泉幼稚園,栃木県下野市小金井４－１２－８,3290414,2020-12-22 00:00:00,,09A161,
A209310000625,A2(こども),09(栃木),3(私),1(本),塩原認定こども園,栃木県那須塩原市塩原６５２－１,3292921,2020-12-22 00:00:00,,09A162,
A209310000634,A2(こども),09(栃木),3(私),1(本),認定こども園あつみ幼稚園,栃木県宇都宮市幕田町７４９番地３,3210157,2020-12-22 00:00:00,,09A163,
A209310000643,A2(こども),09(栃木),3(私),1(本),認定こども園さくらんぼ幼稚園,栃木県宇都宮市松原２丁目７番４２号,3200041,2020-12-22 00:00:00,,09A164,
A209310000652,A2(こども),09(栃木),3(私),1(本),幼保連携型認定こども園足利いずみ幼稚園,栃木県足利市五十部町１５５番地５,3260843,2020-12-22 00:00:00,,09A165,
A209310000661,A2(こども),09(栃木),3(私),1(本),幼保連携型認定こども園花園幼稚園,栃木県足利市大町２番地６,3260056,2020-12-22 00:00:00,,09A166,
A209310000670,A2(こども),09(栃木),3(私),1(本),幼保連携型認定こども園足利こばと幼稚園,栃木県足利市堀込町２９７３番地,3260831,2020-12-22 00:00:00,,09A167,
A209310000689,A2(こども),09(栃木),3(私),1(本),幼保連携型認定こども園旭幼稚園,栃木県足利市大沼田町７４７番地,3260011,2020-12-22 00:00:00,,09A168,
A209310000698,A2(こども),09(栃木),3(私),1(本),認定こども園犬伏幼稚園,栃木県佐野市犬伏下町１７７９番地１,3270804,2020-12-22 00:00:00,,09A169,
A209310000705,A2(こども),09(栃木),3(私),1(本),認定こども園清滝幼稚園,栃木県日光市清滝安良沢町１７２８番地１,3211441,2020-12-22 00:00:00,,09A170,
A209310000714,A2(こども),09(栃木),3(私),1(本),認定こども園梅ヶ原幼稚園,栃木県小山市城東５丁目１１番地２０号,3230807,2020-12-22 00:00:00,,09A171,
A209310000723,A2(こども),09(栃木),3(私),1(本),認定こども園みのり幼稚園,栃木県小山市萩島５６番地,3230046,2020-12-22 00:00:00,,09A172,
A209310000732,A2(こども),09(栃木),3(私),1(本),国際医療福祉大学金丸こども園,栃木県大田原市北金丸１８６３番地１０１,3240011,2020-12-22 00:00:00,,09A173,
A209310000741,A2(こども),09(栃木),3(私),1(本),認定こども園烏山聖マリア幼稚園,栃木県那須烏山市南１丁目９番１９号,3210627,2020-12-22 00:00:00,,09A174,
A209310000750,A2(こども),09(栃木),3(私),1(本),認定こども園のぶ幼稚園,栃木県芳賀郡芳賀町大字下延生４９５番地１,3213312,2020-12-22 00:00:00,,09A175,
A209310000769,A2(こども),09(栃木),3(私),1(本),認定こども園くにや幼稚園,栃木県下都賀郡壬生町国谷６４４番地１,3210211,2020-12-22 00:00:00,,09A176,
A209310000778,A2(こども),09(栃木),3(私),1(本),認定こども園やすづか幼稚園,栃木県下都賀郡壬生町安塚１６４１番地１,3210201,2020-12-22 00:00:00,,09A177,
A209310000787,A2(こども),09(栃木),3(私),1(本),認定こども園栃木幼稚園,栃木県栃木市旭町２２番５号,3280035,2020-12-22 00:00:00,,09A178,
A209310000796,A2(こども),09(栃木),3(私),1(本),認定こども園若葉幼稚園,栃木県栃木市小平町９番３号,3280073,2020-12-22 00:00:00,,09A179,
A209310000803,A2(こども),09(栃木),3(私),1(本),認定こども園都賀幼稚園,栃木県栃木市都賀町家中１８８９番地１,3280111,2020-12-22 00:00:00,,09A180,
A209310000812,A2(こども),09(栃木),3(私),1(本),認定こども園アルス南幼稚園,栃木県栃木市沼和田町３６番４１号,3280042,2020-12-22 00:00:00,,09A181,
A209310000821,A2(こども),09(栃木),3(私),1(本),認定こども園明星幼稚園,栃木県佐野市田沼町１５５７番地３,3270317,2020-12-22 00:00:00,,09A182,
A209310000830,A2(こども),09(栃木),3(私),1(本),認定こども園佐野たちばな幼稚園,栃木県佐野市堀米町５１３番地,3270843,2020-12-22 00:00:00,,09A183,
A209310000849,A2(こども),09(栃木),3(私),1(本),認定こども園鹿沼ひかり幼稚園,栃木県鹿沼市西鹿沼町８４番地,3220073,2020-12-22 00:00:00,,09A184,
A209310000858,A2(こども),09(栃木),3(私),1(本),認定こども園長畑幼稚園,栃木県日光市長畑３０８４番地,3211108,2020-12-22 00:00:00,,09A185,
A209310000867,A2(こども),09(栃木),3(私),1(本),認定こども園今市中央幼稚園,栃木県日光市今市本町８番地１６,3211272,2020-12-22 00:00:00,,09A186,
A209310000876,A2(こども),09(栃木),3(私),1(本),認定こども園早蕨幼稚園,栃木県小山市城山町２丁目４番２１号,3230025,2020-12-22 00:00:00,,09A187,
A209310000885,A2(こども),09(栃木),3(私),1(本),認定こども園乙女幼稚園,栃木県小山市乙女２丁目３０番２２号,3290214,2020-12-22 00:00:00,,09A188,
A209310000894,A2(こども),09(栃木),3(私),1(本),認定こども園かしわ幼稚園,栃木県矢板市扇町２丁目１５１９番地,3292161,2020-12-22 00:00:00,,09A189,
A209310000901,A2(こども),09(栃木),3(私),1(本),国際医療福祉大学西那須野キッズハウス,栃木県那須塩原市井口５３３番地１５,3292763,2020-12-22 00:00:00,,09A190,
A209310000910,A2(こども),09(栃木),3(私),1(本),認定こども園清愛幼稚園,栃木県宇都宮市西３－５－１１,3200861,2020-12-22 00:00:00,,09A191,
A209310000929,A2(こども),09(栃木),3(私),1(本),認定こども園釜井台幼稚園,栃木県宇都宮市下岡本町４５４８－４,3291104,2020-12-22 00:00:00,,09A192,
